"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Fam220a",2.8730136432971e-06,-1.25242465580072,0.098,0.149,0.043031998349304
"Mrpl52",2.90832774291715e-23,-1.25166884934041,0.13,0.348,4.35609329334131e-19
"Psmg1",1.20795331613691e-10,1.25144086855734,0.076,0.174,1.80927247690986e-06
"Hemk1",6.4462622228963e-14,-1.25139480965907,0.314,0.274,9.65521155745408e-10
"Ccdc28b",1.49231586522195e-22,1.25081196187151,0.114,0.228,2.23519070292944e-18
"Gm7072",9.04094515900178e-07,1.25054629233233,0.148,0.22,0.0135415276591529
"Bbs10",9.0523117503494e-06,-1.24983521216981,0.207,0.303,0.135585525396733
"Gm35558.1",3.70650410962233e-57,1.24928006461104,0.142,0.004,5.55160185539233e-53
"Cpsf4",1.43705202984992e-80,-1.24884504812437,0.17,0.541,2.1524165303092e-76
"Ssh3",9.87751335368277e-11,1.24856171592701,0.405,0.296,1.47945395011461e-06
"Trmt5",2.5206287477342e-32,-1.24829750718644,0.117,0.325,3.77539773835629e-28
"Stk38",0.000249617261501192,-1.24742317322836,0.263,0.369,1
"Gm16192",4.14135673746185e-43,-1.24622300589522,0.107,0.012,6.20292412137036e-39
"Eif3g",0.00114602488710731,1.24436691529951,0.16,0.212,1
"Eif5",0.00304666109576376,-1.24361785089385,0.303,0.459,1
"Hnrnpd",8.0326076531022e-61,-1.24351728694124,0.172,0.545,1.20312397428165e-56
"Wapl",0.332156407417655,-1.24345052158173,0.279,0.35,1
"Ric8a",0.00551563958466873,-1.24203815659617,0.119,0.231,1
"Tmem80",2.3613201118465e-21,1.24191477767993,0.25,0.131,3.53678526352368e-17
"Zfp469",5.8779334808743e-22,1.24155484084846,0.203,0.07,8.80396876765353e-18
"Tcf20",9.21046816365246e-24,1.24067661545273,0.493,0.264,1.37954392155186e-19
"Atp23",8.89979820448601e-07,-1.24025206858926,0.169,0.132,0.0133301177506791
"Spice1",2.43270352522349e-24,-1.24006537974022,0.318,0.162,3.64370334007975e-20
"A930033H14Rik",3.34875120238264e-84,-1.23971768648157,0.517,0.185,5.01575955092871e-80
"Khdc4",0.00494189385865256,1.23941484994352,0.344,0.347,1
"Gpalpp1",3.65802739793475e-32,-1.23917632140924,0.109,0.368,5.47899343662666e-28
"Ppp4r1",1.46968690257105e-54,1.23911665578893,0.121,0.447,2.20129704267092e-50
"Ms4a4b",1.52707671823671e-25,1.23884980978202,0.041,0.174,2.28725550857495e-21
"Slc44a1",2.74390587747271e-05,-1.23872244464207,0.094,0.172,0.410982222327862
"Dph2",0.000388764974273109,-1.23816404338284,0.215,0.281,1
"Exosc2",0.140021049244,-1.23806771585487,0.13,0.177,1
"Rbm22",0.869117396494625,1.23797090256606,0.257,0.284,1
"Mex3b",0.164625050212366,-1.2379069406051,0.087,0.169,1
"Plekhg2",8.23721696157469e-23,1.23785455656206,0.28,0.166,1.23377035650466e-18
"Zzz3",2.6116658047238e-17,1.23771870867638,0.302,0.192,3.91175304231531e-13
"2610037D02Rik",5.11664586033078e-24,1.23692114273522,0.431,0.276,7.66371216960345e-20
"H3f3aos",1.9754258967119e-35,-1.23601514096577,0.517,0.281,2.95879290809509e-31
"Taf1c",0.22764817196363,1.23511127815775,0.229,0.242,1
"Mttp",7.33749981100752e-67,-1.23434130671286,0.471,0.178,1.09901072169271e-62
"Cdr2",8.28040000449378e-09,-1.23424700416546,0.163,0.155,0.000124023831267308
"Ppa2",0.00666606453052483,1.23410454762568,0.164,0.185,1
"Gm43813",1.3663020214836e-17,1.23385905628557,0.523,0.383,2.04644716777813e-13
"Vwa1",1.05413058715885e-29,1.23344371101613,0.167,0.024,1.57887679344653e-25
"Zfp949",2.38391410455629e-05,-1.2332770846567,0.201,0.112,0.357062654580441
"Coq4",0.608643698928841,1.23321288505049,0.102,0.086,1
"Aqp1",4.05393499835993e-38,-1.23249351680905,0.153,0.044,6.07198384054351e-34
"Dctn2",5.02237167886805e-38,-1.23241739828394,0.179,0.411,7.52250830060856e-34
"Bag5",0.0315258307053244,1.23188295219712,0.106,0.141,1
"Iqsec1",5.96877942277938e-08,1.23187593500381,0.171,0.252,0.000894003781943896
"Apex1",2.91696791675047e-34,-1.23122997438097,0.109,0.29,4.36903454570886e-30
"Snap47",1.45300674884205e-09,1.23075072456903,0.106,0.051,2.17631350841562e-05
"Dpp3",0.335996954249968,1.23063780555189,0.268,0.246,1
"Eftud2",4.62555765688741e-34,1.2303752673003,0.133,0.381,6.92816025848597e-30
"Zfp174",2.13119995454904e-21,1.23020249114579,0.277,0.152,3.19211129192355e-17
"Ypel3",3.38645317276062e-36,-1.22893956702328,0.16,0.412,5.07222956216086e-32
"Smim6",0.00822451282114518,1.22893168473178,0.204,0.11,1
"1500002F19Rik",1.93209793234294e-87,1.22870286601934,0.25,0.024,2.89389628306326e-83
"Col5a3",0.0626736114120188,-1.22855310425035,0.151,0.098,1
"Ccar2",1.67577596318569e-146,-1.22786075527279,0.552,0.111,2.50997723765953e-142
"Zfp110",3.33017516454169e-41,1.22761811811813,0.218,0.454,4.98793636145055e-37
"Nop58",0.000409018359280157,1.22761777391367,0.127,0.237,1
"Brip1",6.88077140229774e-35,1.22685557469945,0.301,0.124,1.03060194063616e-30
"Trappc2l",1.97711100788489e-05,1.22682258061308,0.178,0.313,0.296131686760999
"Vps37c",0.0391935513255767,-1.22665333996452,0.138,0.15,1
"Slc39a8",5.63430861672185e-24,-1.22610754125564,0.182,0.11,8.43906744612598e-20
"Slc9a3r2",1.70994380929704e-08,1.226076825517,0.029,0.112,0.000256115383756511
"Plaat1",7.65594601873861e-13,1.22604636793877,0.123,0.047,1.14670759468667e-08
"Eloc",0.272975703825535,-1.2258333561572,0.175,0.274,1
"Mrps17",1.28276930866308e-41,-1.22571054018795,0.145,0.406,1.92133187051556e-37
"Coa7",0.000397183537390134,1.22556555824066,0.127,0.191,1
"Map3k8",4.54508322672992e-24,-1.22548528557486,0.289,0.361,6.80762565699607e-20
"Rnf6",0.593701466947471,1.22529488988444,0.258,0.28,1
"Nsfl1c",7.67818069249461e-06,1.22526814982124,0.127,0.227,0.115003790412184
"Vac14",0.00549402217208607,1.22520331121472,0.295,0.354,1
"Zfp563",5.10849047400954e-69,1.2239687417814,0.521,0.165,7.6514970319715e-65
"Ube4b",1.0145240662169e-05,1.22325636074596,0.308,0.233,0.151955414637968
"Gabpb2",2.42308115391547e-75,1.22286376311698,0.582,0.252,3.6292909523346e-71
"Cwc27",2.58376537213629e-17,1.22265309281694,0.237,0.115,3.86996377438574e-13
"Ttll11",7.57447949286295e-11,1.22253636175657,0.112,0.068,1.13450553844101e-06
"Slc35g2",2.53564053909173e-34,1.22222453782721,0.197,0.058,3.79788239945159e-30
"Peli3",1.31504856612157e-31,-1.22221488806082,0.303,0.151,1.96967974233688e-27
"Ythdf1",1.45576118579684e-15,-1.22084034726242,0.354,0.229,2.1804391040865e-11
"Pop5",7.68689652362464e-32,1.22028123830128,0.123,0.32,1.1513433613085e-27
"Tmcc2",4.47794530244211e-05,1.2194782029625,0.234,0.317,0.670706647399779
"Pdcd4",2.99811690198792e-11,1.21919304641674,0.133,0.308,4.49057949579751e-07
"Ccnk",7.25195817337844e-11,-1.21897605083027,0.312,0.23,1.08619829520862e-06
"Prdx2",7.196447759305e-26,-1.21897438963382,0.169,0.403,1.0778839453887e-21
"Tnnt3",0.130999687345498,-1.21880410480987,0.315,0.241,1
"Gmpr",1.6543465086161e-24,1.21873963633506,0.194,0.095,2.4778802006052e-20
"Gm48933",6.52399426822469e-12,-1.21829713260801,0.076,0.135,9.77163861494693e-08
"Ppp1r11",7.38052951987101e-11,-1.21795883325113,0.085,0.266,1.10545571148628e-06
"Adck5",7.74859732768088e-09,-1.21752867625187,0.35,0.188,0.000116058490774004
"Cers5",0.936759741009969,1.2170820600307,0.209,0.256,1
"Cfap69",9.49906892730705e-07,1.21657171451089,0.481,0.29,0.0142277054393205
"1500035N22Rik",1.32790029502736e-07,-1.21636322878173,0.189,0.324,0.00198892906189198
"Sppl2a",3.18890455079378e-18,-1.21633692251986,0.2,0.461,4.77634123617893e-14
"Tceanc",0.142880865202426,-1.21614200639888,0.139,0.153,1
"Ltv1",0.462598527732757,1.21610852903282,0.148,0.2,1
"Gm9903",1.0458057384852e-07,-1.21569682981496,0.265,0.23,0.00156640783510313
"Mrps18a",0.000265297842014094,-1.2154206401123,0.098,0.209,1
"Gxylt1",2.07480176136512e-21,1.21322296815438,0.199,0.396,3.10763807817268e-17
"Rpap3",1.15906831616921e-21,1.21318199831421,0.347,0.159,1.73605252395824e-17
"Wdr7",1.33770670637869e-42,1.21298354733874,0.352,0.204,2.003617104814e-38
"Gatd3a",2.10776287497231e-09,1.21285309489464,0.061,0.167,3.15700723413352e-05
"Maoa",1.80350908929716e-08,-1.2125062880511,0.207,0.289,0.000270129591394928
"Dennd4c",1.0944990865489e-09,-1.21155840983207,0.222,0.355,1.63934073183294e-05
"Cdc26",6.18378778828367e-14,-1.21115628313343,0.099,0.256,9.26207734929129e-10
"Rab1b",7.53692984786887e-81,-1.21110048342881,0.112,0.472,1.1288813526138e-76
"Rnf121",1.04833948652423e-36,-1.21100029215834,0.094,0.273,1.57020288291598e-32
"Gga3",1.85502592982135e-22,1.21094466250726,0.348,0.272,2.77845783768641e-18
"Cdk6",9.19580793360101e-17,-1.21058895465733,0.341,0.24,1.37734811229476e-12
"Rapgef6",0.0223873844286166,1.20914035685999,0.408,0.409,1
"Mfsd4a",0.000296823815790929,-1.20801847527826,0.138,0.225,1
"Zfx",0.0178053940157632,-1.20690516761948,0.199,0.265,1
"Ppp1r7",0.0315452018704876,1.20659273945149,0.097,0.198,1
"Trim47",0.0853223083376971,-1.20645946795462,0.158,0.227,1
"Trpt1",2.17847082896512e-14,1.20511004508246,0.243,0.098,3.26291360762396e-10
"Gm19409",6.803615040664e-48,1.20384190313155,0.346,0.166,1.01904546079065e-43
"Cenpc1",0.00375738880017824,-1.20383460578905,0.249,0.241,1
"Wdr17",8.40665318541308e-132,1.20280527325701,0.526,0.082,1.25914851411117e-127
"Tpm4",1.56466259650206e-07,-1.2021599438603,0.245,0.427,0.00234355163704078
"Pfkfb4",3.87015911912694e-14,-1.20210372807905,0.258,0.39,5.79672432862834e-10
"AW046200",1.61475826436e-82,-1.20169022627094,0.218,0.018,2.41858492835841e-78
"Ache",1.95048105118928e-221,1.20083728141781,0.515,0.027,2.9214305184713e-217
"Celf1",9.01449180625557e-30,1.20067447198158,0.455,0.336,1.35019058274096e-25
"Klhl36",2.24413923293842e-12,-1.20064140119718,0.311,0.2,3.36127174309517e-08
"Cmbl",0.315491376489275,-1.20040775423299,0.192,0.194,1
"Zfp930",0.00458797292806392,-1.19970065563769,0.173,0.172,1
"Ppp2r1a",7.36066082855137e-14,1.19960294583691,0.134,0.272,1.10247977890042e-09
"Champ1",0.472546770033701,1.19949935973785,0.162,0.199,1
"Prrc2a",6.17586582770133e-08,1.19929840129013,0.37,0.328,0.000925021183673106
"Fxr1",0.00124634352558858,1.19928319428107,0.208,0.274,1
"Gnl2",0.00563105450471334,1.19834808922411,0.233,0.258,1
"Phpt1",0.0192685498249924,-1.19725602302667,0.103,0.139,1
"Zfp740",4.72026539926023e-07,1.19611553610891,0.384,0.26,0.00707001351501197
"Gm16279",1.44776948825136e-39,-1.19544199165354,0.052,0.286,2.16846913950289e-35
"Prcc",0.000381047449602738,1.19539479929986,0.101,0.199,1
"Snn",3.72383023265491e-10,-1.19528767084907,0.197,0.127,5.57755292247052e-06
"Ehbp1",4.71329802418323e-54,1.19500334010572,0.389,0.093,7.05957778062163e-50
"Pigm",0.0498671004517501,1.19450853789946,0.369,0.329,1
"Acot1",5.47059574985268e-05,-1.19429663765014,0.174,0.224,0.819385831412934
"Prmt1",0.0882753466639666,-1.19419736688403,0.126,0.184,1
"Ncoa6",1.44535530781987e-25,1.19400254569177,0.352,0.238,2.1648531800526e-21
"Smarcd1",0.0171529012876527,1.19342257955426,0.237,0.19,1
"Rpn1",0.117074445414095,-1.19297151327644,0.252,0.389,1
"Pbdc1",0.00021169407914226,-1.19288684274525,0.099,0.2,1
"Rassf8",9.84884670697026e-05,1.19276982565809,0.156,0.206,1
"Zkscan7",3.65630852674008e-10,-1.19266350272094,0.304,0.307,5.4764189113513e-06
"Mgrn1",0.116838865014468,1.19244543280258,0.206,0.203,1
"Ube2b",0.00559649160071808,-1.19217527682525,0.272,0.291,1
"Dffb",0.0533464529848495,1.19177610001046,0.165,0.212,1
"Tmem106c",3.02318961508692e-36,-1.19087364575696,0.051,0.243,4.52813340547719e-32
"Tmx1",0.00105200309926324,1.19053108576509,0.154,0.255,1
"Hsd17b4",1.94947791536699e-55,-1.18962391793133,0.093,0.396,2.91992802163668e-51
"Med8",6.06684750222198e-08,-1.18960242307743,0.118,0.25,0.000908692418882809
"A930028N01Rik",1.43616523629876e-74,1.18936259538646,0.221,0.063,2.15108829092828e-70
"Cdc37",0.0010152078392757,-1.18904252276449,0.162,0.316,1
"Layn",1.1371932699672e-33,-1.18869586002042,0.177,0.047,1.70328807975687e-29
"Zfp362",6.67723231055832e-21,1.18829893939128,0.245,0.136,1.00011585547543e-16
"Lrrc57",0.433400381738707,-1.18788109858119,0.173,0.183,1
"Tmem30a",6.67447179292876e-23,1.18645601429121,0.325,0.232,9.9970238514487e-19
"Dusp7",2.73201041529314e-06,-1.18594444408388,0.204,0.212,0.0409200520002606
"Tmem242",1.47721403399171e-16,-1.1850996109179,0.117,0.245,2.21257118011279e-12
"Thumpd3",1.25884158833278e-08,1.18448432447866,0.187,0.318,0.000188549293100484
"Sept6",0.0876779656688074,-1.18394179760727,0.153,0.176,1
"Mterf1b",3.86915041393511e-44,-1.18371785005407,0.236,0.442,5.795213489992e-40
"Gys1",6.92403138158192e-94,1.18363853166153,0.481,0.126,1.03708142033334e-89
"Htra2",3.68147349976687e-05,-1.18331078520864,0.387,0.433,0.551411100795081
"Gm42670",0.00109766816057302,-1.18316553517919,0.289,0.322,1
"Ranbp3",0.000266573027600665,1.18207834578155,0.185,0.263,1
"Colgalt1",2.2528986533139e-09,-1.18143497074579,0.197,0.423,3.37439160293356e-05
"Pbx1",1.66226677812992e-79,-1.1809792605725,0.422,0.114,2.489743180283e-75
"Chd1l",0.00039617427353247,-1.18070624908386,0.182,0.132,1
"Eps8l2",2.12753627250983e-118,-1.1782989095246,0.311,0.032,3.18662382896523e-114
"Asna1",2.46243593007905e-08,-1.17748217038963,0.08,0.229,0.00036882365360724
"Lrp8",3.21705082496165e-17,-1.17712026714125,0.342,0.233,4.81849872562756e-13
"Ppp1r13b",1.41102519126213e-09,1.17680009213862,0.14,0.089,2.11343353147241e-05
"Rdh11",8.93559390609106e-29,1.1761806107581,0.22,0.082,1.33837325525432e-24
"Cul4b",0.140597370104104,-1.17577440492497,0.154,0.156,1
"Tmem11",6.77028624398206e-17,1.17557554769704,0.111,0.229,1.01405347362363e-12
"Pdgfc",0.00803427892580475,1.17556964648898,0.144,0.161,1
"Rgmb",3.65578917180564e-13,-1.17491662038192,0.201,0.103,5.47564102153049e-09
"Ston2",5.67963273634953e-06,-1.174361693162,0.222,0.143,0.0850695391250433
"Clu",2.77786602444281e-111,1.17435373193866,0.29,0.032,4.16068773141044e-107
"Pcdhb12",1.8231132541514e-104,1.17389433983118,0.517,0.117,2.73065903206797e-100
"Gins4",0.0264097941904523,-1.17386714928635,0.071,0.152,1
"Cdpf1",1.02548570070184e-72,-1.17361249538658,0.057,0.266,1.53597248251121e-68
"Cir1",0.145666129654135,1.1735494235049,0.122,0.212,1
"2310034G01Rik",5.04088030516969e-27,-1.17318879659781,0.135,0.358,7.55023052108317e-23
"Gm26648",7.15717780635242e-19,-1.1730976115868,0.215,0.145,1.07200209183547e-14
"Grsf1",0.0372517953896066,1.17296020180765,0.181,0.276,1
"Rad23b",0.0942049701017955,1.17232700354603,0.275,0.375,1
"Togaram1",7.19760964174524e-08,-1.17230545004948,0.323,0.274,0.0010780579721406
"Zmiz2",1.12527908793445e-51,1.17224343211037,0.151,0.448,1.68544301790822e-47
"Tspan5",1.11350158108454e-08,1.17159183360124,0.162,0.162,0.000166780266814843
"Mapk9",0.0634972287527634,-1.171345269232,0.237,0.255,1
"Gm3055",1.4351602266165e-21,1.17123867492651,0.191,0.089,2.1495829874262e-17
"Rrbp1",0.00161957660648566,-1.17098715106693,0.371,0.518,1
"Slc5a8",0.940918340117708,1.17048829716017,0.116,0.119,1
"Scly",4.02380030670963e-24,-1.16928983127965,0.206,0.376,6.02684809938969e-20
"Dnajc8",0.00668334999398946,-1.16842703848495,0.185,0.319,1
"Birc2",1.51241908513011e-12,-1.16838086144552,0.303,0.248,2.26530130570789e-08
"Gm49767",2.02598798105837e-51,1.16815633340076,0.187,0.031,3.03452479802922e-47
"Xpot",8.02402549618e-13,-1.1680831765004,0.314,0.235,1.20183853881784e-08
"Brd3os",2.42904326100942e-77,1.16796525511142,0.304,0.045,3.63822099633991e-73
"Rnft1",0.00120331541680054,1.16726158187433,0.123,0.207,1
"Zfp763",0.00025831249993301,1.16699066869819,0.23,0.209,1
"Kctd1",7.16672806562614e-68,1.16679939198435,0.444,0.117,1.07343252966948e-63
"Rpn2",4.66112660128199e-10,1.16668901758705,0.293,0.282,6.98143542340017e-06
"Gm42699",4.40771176287778e-28,1.16655205632197,0.289,0.103,6.60187067843834e-24
"Zranb2",1.59918019467079e-17,1.16628993656991,0.274,0.191,2.39525209557791e-13
"Abi2",3.69233787452021e-05,1.16624516458845,0.238,0.197,0.553038366845636
"Malt1",2.07334010591984e-07,-1.16609912937843,0.307,0.247,0.00310544881064674
"Tbc1d10b",4.35685329112884e-05,-1.16554165574301,0.265,0.335,0.652569485945277
"Tomm40l",5.44641841235332e-05,1.16530187926585,0.202,0.122,0.81576454980228
"Cenpb",0.030968458948042,-1.16506719318505,0.18,0.215,1
"Pla2r1",5.1651558163577e-06,-1.16490970579861,0.228,0.176,0.0773637038174057
"Itprid2",0.000450697751244527,1.16451337114351,0.143,0.278,1
"Gm10717",1.56791802415669e-42,1.163454243907,0.331,0.105,2.34842761658189e-38
"Pigp",1.66335346062389e-09,-1.16238381141294,0.143,0.216,2.49137081332247e-05
"Pex10",0.762093296419604,-1.16186348394356,0.252,0.306,1
"Aup1",1.15326932656226e-10,1.16180845944664,0.198,0.386,1.72736679732495e-06
"Acsl5",1.10141394904398e-91,-1.16169185375418,0.077,0.448,1.64969781287807e-87
"Zfp882",0.450909862704122,1.15968053780674,0.165,0.175,1
"Ccnc",2.11306412391445e-07,1.15956424829108,0.235,0.165,0.00316494744479906
"Tm2d1",0.777495029262614,-1.15951324431781,0.206,0.263,1
"Gclc",0.0228760709444185,-1.15947045002467,0.207,0.215,1
"Rsrc2",0.0481013056037479,-1.15938057808486,0.293,0.368,1
"Elp3",0.733824490891144,1.1586531049043,0.336,0.293,1
"Tbx6",3.24916584400853e-15,-1.15825324381774,0.145,0.299,4.86660060115597e-11
"Zfp664",0.00224520119175849,1.15687577905913,0.128,0.159,1
"Nipbl",0.132113358721083,1.15654153169806,0.332,0.4,1
"Sestd1",0.262890434184482,1.15601944060955,0.271,0.288,1
"Klhl9",0.250840954160359,-1.15585466058961,0.302,0.402,1
"Tmem229b",2.09955314549261e-27,-1.15559857044054,0.094,0.324,3.14471070131883e-23
"Zfp738",5.178979413794e-19,-1.15555320128109,0.341,0.189,7.75707536598066e-15
"Tfeb",0.00557010141672011,-1.15489217766226,0.136,0.23,1
"Lsm11",0.857591926229528,-1.15471093194414,0.261,0.248,1
"Slc11a2",6.24568168934891e-06,-1.15465093272319,0.316,0.376,0.0935478203430679
"Orc6",3.04437338498771e-05,1.15451055777604,0.094,0.179,0.45598624560346
"Pcdhb22",7.94204203532927e-95,-1.15401136103381,0.349,0.063,1.18955905605162e-90
"Fam98c",9.24618872708799e-19,-1.15304458775345,0.08,0.228,1.38489414754324e-14
"Arpc1a",6.95205115271136e-16,-1.15267699442673,0.142,0.35,1.04127822165311e-11
"Gnl1",0.421851405692691,1.15242018847589,0.179,0.19,1
"Jarid2",1.22873020874261e-25,-1.15091104427755,0.167,0.448,1.84039210665468e-21
"Arfgef1",0.00663918545803264,1.15047009041975,0.258,0.278,1
"Use1",3.13508570925465e-22,-1.15031729327646,0.171,0.405,4.69573137532162e-18
"Dync1h1",2.12336156298012e-10,1.15003927329089,0.343,0.326,3.18037094903162e-06
"Cdk2ap1",3.03744588898988e-06,-1.14923296610714,0.099,0.234,0.0454948645252905
"Serinc4",0.0566170494651547,-1.14919927386857,0.24,0.259,1
"1600002K03Rik",0.273709283908561,-1.14855888601137,0.195,0.264,1
"Dnhd1",0.496444103110031,-1.14783604028825,0.271,0.304,1
"Slc41a2",1.06164242584324e-06,-1.147687704326,0.219,0.379,0.01590128025428
"Exosc3",1.90216287484175e-28,-1.14759778306991,0.06,0.246,2.84905955393797e-24
"Acot6",4.90755161790895e-06,1.14755477453078,0.181,0.1,0.0735053081330402
"Pus1",4.58832704387959e-20,-1.14715905511188,0.132,0.274,6.87239624632285e-16
"Ctnnbip1",7.84850868554285e-07,1.1466573736302,0.06,0.158,0.0117554963092061
"Med6",3.03163573748388e-08,1.14657320985044,0.227,0.129,0.000454078400760336
"Dnajc2",2.29307373566045e-40,-1.146371659885,0.065,0.34,3.43456584127223e-36
"Ankmy2",0.507860218848365,1.14574535058096,0.139,0.153,1
"Paip2b",1.35986385070268e-11,1.14572485500789,0.248,0.164,2.03680407558247e-07
"Rtf1",0.000719198697118802,-1.14566250767698,0.191,0.241,1
"Hadhb",1.68655356459283e-23,1.14459333528321,0.184,0.396,2.52611992904714e-19
"Gbe1",0.000217494346856309,1.14452485776946,0.16,0.247,1
"Gm15222",1.18412398768227e-09,1.14408952312466,0.14,0.058,1.7735809087505e-05
"Irak1",0.362570653790809,-1.14397527193763,0.265,0.308,1
"Eif4g2",7.47519834799658e-13,-1.14216673266573,0.346,0.291,1.11963520856293e-08
"Gm19967",3.67768914527969e-09,-1.1413628409253,0.291,0.429,5.50844280179992e-05
"Prr5l",2.83141876281719e-45,-1.14133260517097,0.301,0.168,4.24089902294759e-41
"Nsdhl",1.88158505433015e-08,-1.1413307539636,0.154,0.113,0.00028182380943757
"Aldh1l1",4.56862203519421e-13,-1.14123943810913,0.108,0.058,6.84288208431389e-09
"4732414G09Rik",1.29509483311838e-07,1.14116860709727,0.119,0.063,0.0019397930410447
"Gm49179",2.0688934436527e-52,1.14099105370497,0.474,0.296,3.09878859990302e-48
"Gm16310",1.55761817968781e-08,1.14091626377895,0.186,0.176,0.00023330005095364
